id,department,intent,language,question,source,tags,answer
236,City Mayor's Office,cmo_special_business_permit,bis,Permit para sa seasonal stalls,Citizen Charter (Part 2),"special, business, permit",
237,City Mayor's Office,cmo_special_business_permit,bis,Magbutang mi og temporary stall unsay permit,Citizen Charter (Part 2),"special, business, permit",
238,City Mayor's Office,cmo_use_of_facility,en,How to rent the city gym?,Citizen Charter (Part 3),"use, of, facility",
239,City Mayor's Office,cmo_use_of_facility,en,Process for using government facilities,Citizen Charter (Part 3),"use, of, facility",
240,City Mayor's Office,cmo_use_of_facility,en,Can I borrow the plaza for an event?,Citizen Charter (Part 3),"use, of, facility",
241,City Mayor's Office,cmo_use_of_facility,tl,Paano manghiram ng gym sa city hall?,Citizen Charter (Part 3),"use, of, facility",
242,City Mayor's Office,cmo_use_of_facility,tl,Permit para gamitin ang plaza,Citizen Charter (Part 3),"use, of, facility",
243,City Mayor's Office,cmo_use_of_facility,bis,Unsaon paghulam sa city gym?,Citizen Charter (Part 3),"use, of, facility",
244,City Mayor's Office,cmo_use_of_facility,bis,Mag pa event mi sa plaza kinsa duolon,Citizen Charter (Part 3),"use, of, facility",
245,City Mayor's Office,cmo_use_of_facility,bis,Reservation of government facility,Citizen Charter (Part 3),"use, of, facility",
246,City Mayor's Office,cmo_use_of_vehicle,en,How to request an ambulance?,Citizen Charter (Part 3),"use, of, vehicle",
247,City Mayor's Office,cmo_use_of_vehicle,en,Can we borrow the city service vehicle?,Citizen Charter (Part 3),"use, of, vehicle",
248,City Mayor's Office,cmo_use_of_vehicle,en,Process for requesting government vehicle,Citizen Charter (Part 3),"use, of, vehicle",
249,City Mayor's Office,cmo_use_of_vehicle,tl,Paano humiram ng sasakyan ng munisipyo?,Citizen Charter (Part 3),"use, of, vehicle",
250,City Mayor's Office,cmo_use_of_vehicle,tl,Request ng ambulansya paano?,Citizen Charter (Part 3),"use, of, vehicle",
251,City Mayor's Office,cmo_use_of_vehicle,bis,Unsaon paghulam sa service sa munisipyo?,Citizen Charter (Part 3),"use, of, vehicle",
252,City Mayor's Office,cmo_use_of_vehicle,bis,Gusto mi mu request og ambulansya,Citizen Charter (Part 3),"use, of, vehicle",
253,City Mayor's Office,cmo_use_of_vehicle,bis,Borrow government vehicle for event,Citizen Charter (Part 3),"use, of, vehicle",
254,City Mayor's Office,cmo_firecracker_permit,en,How to get a permit to sell firecrackers?,Citizen Charter (Part 3),"firecracker, permit",
255,City Mayor's Office,cmo_firecracker_permit,en,Permit for selling fireworks,Citizen Charter (Part 3),"firecracker, permit",
256,City Mayor's Office,cmo_firecracker_permit,en,Where to apply for firecracker stall?,Citizen Charter (Part 3),"firecracker, permit",
257,City Mayor's Office,cmo_firecracker_permit,tl,Paano kumuha ng permit para magbenta ng paputok?,Citizen Charter (Part 3),"firecracker, permit",
258,City Mayor's Office,cmo_firecracker_permit,tl,Permit para sa tindahan ng paputok,Citizen Charter (Part 3),"firecracker, permit",
259,City Mayor's Office,cmo_firecracker_permit,bis,Unsaon pagkuha og permit para mamaligya og pabuto?,Citizen Charter (Part 3),"firecracker, permit",
260,City Mayor's Office,cmo_firecracker_permit,bis,Asa maka apply og pwesto sa pabuto?,Citizen Charter (Part 3),"firecracker, permit",
261,City Mayor's Office,cmo_firecracker_permit,bis,Requirements sa pagbaligya og firecrackers,Citizen Charter (Part 3),"firecracker, permit",
262,City Mayor's Office,cmo_market_stall,en,How to rent a market stall?,Citizen Charter (Part 3),"market, stall",
263,City Mayor's Office,cmo_market_stall,en,Application for public market space,Citizen Charter (Part 3),"market, stall",
264,City Mayor's Office,cmo_market_stall,en,Process for leasing a stall in the public market,Citizen Charter (Part 3),"market, stall",
265,City Mayor's Office,cmo_market_stall,tl,Paano umupa ng pwesto sa palengke?,Citizen Charter (Part 3),"market, stall",
266,City Mayor's Office,cmo_market_stall,tl,Requirements para kumuha ng pwesto sa palengke,Citizen Charter (Part 3),"market, stall",
267,City Mayor's Office,cmo_market_stall,bis,Unsaon pag arkila og pwesto sa palengke?,Citizen Charter (Part 3),"market, stall",
268,City Mayor's Office,cmo_market_stall,bis,Asa maka apply og pwesto sa public market?,Citizen Charter (Part 3),"market, stall",
269,City Mayor's Office,cmo_market_stall,bis,Gusto nako mamaligya sa palengke,Citizen Charter (Part 3),"market, stall",
270,City Mayor's Office,cmo_cert_of_appearance,en,How to get a certificate of appearance?,Citizen Charter (Part 3),"cert, of, appearance",
271,City Mayor's Office,cmo_cert_of_appearance,en,Where to sign for certificate of appearance?,Citizen Charter (Part 3),"cert, of, appearance",
272,City Mayor's Office,cmo_cert_of_appearance,en,I need a cert of appearance for my travel order,Citizen Charter (Part 3),"cert, of, appearance",
273,City Mayor's Office,cmo_cert_of_appearance,tl,Paano kumuha ng certificate of appearance?,Citizen Charter (Part 3),"cert, of, appearance",
274,City Mayor's Office,cmo_cert_of_appearance,tl,Saan pwede magpa-certificate of appearance?,Citizen Charter (Part 3),"cert, of, appearance",
275,City Mayor's Office,cmo_cert_of_appearance,bis,Unsaon pagkuha og certificate of appearance?,Citizen Charter (Part 3),"cert, of, appearance",
276,City Mayor's Office,cmo_cert_of_appearance,bis,Asa pwede maka pirma para cert of appearance?,Citizen Charter (Part 3),"cert, of, appearance",
277,City Mayor's Office,cmo_cert_of_appearance,bis,Certificate of appearance para sa travel,Citizen Charter (Part 3),"cert, of, appearance",
278,City Mayor's Office,cmo_tree_cutting,en,How to get a permit to cut a tree?,Citizen Charter (Part 3),"tree, cutting",
279,City Mayor's Office,cmo_tree_cutting,en,Process for tree cutting permit,Citizen Charter (Part 3),"tree, cutting",
280,City Mayor's Office,cmo_tree_cutting,en,"The tree is dangerous, how to request cutting?",Citizen Charter (Part 3),"tree, cutting",
281,City Mayor's Office,cmo_tree_cutting,tl,Paano kumuha ng permit magputol ng puno?,Citizen Charter (Part 3),"tree, cutting",
282,City Mayor's Office,cmo_tree_cutting,tl,Permit para pumutol ng kahoy,Citizen Charter (Part 3),"tree, cutting",
283,City Mayor's Office,cmo_tree_cutting,bis,Unsaon pagkuha og permit para mamutol og kahoy?,Citizen Charter (Part 3),"tree, cutting",
284,City Mayor's Office,cmo_tree_cutting,bis,Delikado na ang kahoy unsaon pag pa putol?,Citizen Charter (Part 3),"tree, cutting",
285,City Mayor's Office,cmo_tree_cutting,bis,Tree cutting permit process,Citizen Charter (Part 3),"tree, cutting",
286,City Mayor's Office,cmo_excavation_permit,en,How to get an excavation permit?,Citizen Charter (Part 3),"excavation, permit",
287,City Mayor's Office,cmo_excavation_permit,en,Permit for digging the road,Citizen Charter (Part 3),"excavation, permit",
288,City Mayor's Office,cmo_excavation_permit,en,"We need to install pipes, what permit do we need?",Citizen Charter (Part 3),"excavation, permit",
289,City Mayor's Office,cmo_excavation_permit,tl,Paano kumuha ng excavation permit?,Citizen Charter (Part 3),"excavation, permit",
290,City Mayor's Office,cmo_excavation_permit,tl,Permit para maghukay sa kalsada,Citizen Charter (Part 3),"excavation, permit",
291,City Mayor's Office,cmo_excavation_permit,bis,Unsaon pagkuha og excavation permit?,Citizen Charter (Part 3),"excavation, permit",
292,City Mayor's Office,cmo_excavation_permit,bis,Permit para makakubkob sa kalsada,Citizen Charter (Part 3),"excavation, permit",
293,City Mayor's Office,cmo_excavation_permit,bis,Magtaod mi og tubo sa dalan unsay permit,Citizen Charter (Part 3),"excavation, permit",
294,City Mayor's Office,cmo_pesos_job_fair,en,When is the next job fair?,Citizen Charter (Part 3),"pesos, job, fair",
295,City Mayor's Office,cmo_pesos_job_fair,en,How to join the city job fair?,Citizen Charter (Part 3),"pesos, job, fair",
296,City Mayor's Office,cmo_pesos_job_fair,en,Requirements for job fair application,Citizen Charter (Part 3),"pesos, job, fair",
297,City Mayor's Office,cmo_pesos_job_fair,tl,Kailan ang susunod na job fair?,Citizen Charter (Part 3),"pesos, job, fair",
298,City Mayor's Office,cmo_pesos_job_fair,tl,Paano sumali sa job fair ng munisipyo?,Citizen Charter (Part 3),"pesos, job, fair",
299,City Mayor's Office,cmo_pesos_job_fair,bis,Kanus a ang sunod nga job fair?,Citizen Charter (Part 3),"pesos, job, fair",
300,City Mayor's Office,cmo_pesos_job_fair,bis,Unsaon pag apil sa job fair sa city hall?,Citizen Charter (Part 3),"pesos, job, fair",
301,City Mayor's Office,cmo_pesos_job_fair,bis,Gusto ko mangapply sa job fair,Citizen Charter (Part 3),"pesos, job, fair",
302,City Mayor's Office,cmo_mayors_clearance,bis,"gusto ko mukuha og mayor's clearance, unsaon?",User Feedback,"mayors, clearance",
303,City Mayor's Office,cmo_use_of_facility,tl,"may laro kami gusto namin manghiram ng gym sa city hall, paano?",User Feedback,"use, of, facility",
304,City Mayor's Office,cmo_scholarship,bis,Gusto ko mo apply sa educational assista,User Feedback,scholarship,
305,City Mayor's Office,cmo_new_business_permit_requirements,en,What are the requirements for a new business permit?,Citizen Charter,"new, business, permit, requirements",
306,City Mayor's Office,cmo_new_business_permit_requirements,en,What documents do I need to bring for a new business permit?,Citizen Charter,"new, business, permit, requirements",
307,City Mayor's Office,cmo_new_business_permit_requirements,tl,Ano ang mga kailangan para sa bagong business permit?,Citizen Charter,"new, business, permit, requirements",
308,City Mayor's Office,cmo_new_business_permit_requirements,tl,Anong dokumento ang kailangan dalhin sa BPLS para sa bagong negosyo?,Citizen Charter,"new, business, permit, requirements",
309,City Mayor's Office,cmo_new_business_permit_requirements,bis,Unsa ang requirements sa pagkuha og bag-ong business permit?,Citizen Charter,"new, business, permit, requirements",
310,City Mayor's Office,cmo_new_business_permit_requirements,bis,Unsa nga mga papeles ang dad-on para sa new business permit?,Citizen Charter,"new, business, permit, requirements",
311,City Mayor's Office,cmo_new_business_permit_process,en,How to apply for a new business permit?,Citizen Charter,"new, business, permit, process",
312,City Mayor's Office,cmo_new_business_permit_process,en,What is the process of getting a new business permit?,Citizen Charter,"new, business, permit, process",
313,City Mayor's Office,cmo_new_business_permit_process,en,Steps for new business permit application,Citizen Charter,"new, business, permit, process",
314,City Mayor's Office,cmo_new_business_permit_process,tl,Paano kumuha ng bagong business permit?,Citizen Charter,"new, business, permit, process",
315,City Mayor's Office,cmo_new_business_permit_process,tl,Ano ang proseso ng pagkuha ng business permit?,Citizen Charter,"new, business, permit, process",
316,City Mayor's Office,cmo_new_business_permit_process,bis,Unsaon pag apply og bag-ong business permit?,Citizen Charter,"new, business, permit, process",
317,City Mayor's Office,cmo_new_business_permit_process,bis,Unsay proseso pagkuha og business permit?,Citizen Charter,"new, business, permit, process",
318,City Mayor's Office,cmo_new_business_permit_fee,en,How much is a new business permit?,Citizen Charter,"new, business, permit, fee",
319,City Mayor's Office,cmo_new_business_permit_fee,en,What is the fee for a new business permit?,Citizen Charter,"new, business, permit, fee",
320,City Mayor's Office,cmo_new_business_permit_fee,en,Cost of new business permit,Citizen Charter,"new, business, permit, fee",
321,City Mayor's Office,cmo_new_business_permit_fee,tl,Magkano ang bagong business permit?,Citizen Charter,"new, business, permit, fee",
322,City Mayor's Office,cmo_new_business_permit_fee,tl,Magkano babayaran sa pagkuha ng business permit?,Citizen Charter,"new, business, permit, fee",
323,City Mayor's Office,cmo_new_business_permit_fee,bis,Pila ang bayad sa bag-ong business permit?,Citizen Charter,"new, business, permit, fee",
324,City Mayor's Office,cmo_new_business_permit_fee,bis,Pila ang magasto para sa business permit?,Citizen Charter,"new, business, permit, fee",
325,City Mayor's Office,cmo_new_business_permit_location,en,Where do I apply for a new business permit?,Citizen Charter,"new, business, permit, location",
326,City Mayor's Office,cmo_new_business_permit_location,en,Where is the office for new business permit payment?,Citizen Charter,"new, business, permit, location",
327,City Mayor's Office,cmo_new_business_permit_location,en,Which office issues the business permit?,Citizen Charter,"new, business, permit, location",
328,City Mayor's Office,cmo_new_business_permit_location,tl,Saan kukuha ng bagong business permit?,Citizen Charter,"new, business, permit, location",
329,City Mayor's Office,cmo_new_business_permit_location,tl,Saang opisina magbabayad ng business permit?,Citizen Charter,"new, business, permit, location",
330,City Mayor's Office,cmo_new_business_permit_location,bis,Asa mokuha og bag-ong business permit?,Citizen Charter,"new, business, permit, location",
331,City Mayor's Office,cmo_new_business_permit_location,bis,Asa nga opisina magbayad para sa business permit?,Citizen Charter,"new, business, permit, location",
332,City Mayor's Office,cmo_application_for_new_business_permit_walk_in_requirements,en,What are the requirements for Application for New Business Permit (Walk-in)?,Citizen Charter Automated,"application for new business permit (walk-in), requirements, documents",
333,City Mayor's Office,cmo_application_for_new_business_permit_walk_in_requirements,en,What to bring for Application for New Business Permit (Walk-in)?,Citizen Charter Automated,"application for new business permit (walk-in), requirements, documents",
334,City Mayor's Office,cmo_application_for_new_business_permit_walk_in_requirements,tl,Ano ang mga kailangan para sa Application for New Business Permit (Walk-in)?,Citizen Charter Automated,"application for new business permit (walk-in), requirements, documents",
335,City Mayor's Office,cmo_application_for_new_business_permit_walk_in_requirements,bis,Unsa ang requirements para sa Application for New Business Permit (Walk-in)?,Citizen Charter Automated,"application for new business permit (walk-in), requirements, documents",
