id,department,intent,language,question,answer,source,tags
137,City Mayor's Office - BPLS,cmo_retire_business_permit,tl,Paano magpasara ng negosyo?,"Kung magsasara na ang iyong negosyo, kailangan mong mag-apply ng **Retirement of Business Permit** upang hindi maipon ang penalties.

---
### 📋 Proseso

**Steps:**
1. Isumite ang letter of intent para ipasara ang negosyo, kasama ang Original Mayor's Permit, Business Plate, at BIR Clearance.
2. I-poproseso ng BPLS ang retirement at i-aassess ng CTO kung may natitirang tax liabilities.
3. Bayaran ang mga natitirang obligasyon sa City Treasurer's Office.
4. Kunin ang Certificate of Business Retirement.",Citizen Charter,"retire, business, permit"
138,City Mayor's Office - BPLS,cmo_retire_business_permit,tl,Retirement ng business permit paano?,"Kung magsasara na ang iyong negosyo, kailangan mong mag-apply ng **Retirement of Business Permit** upang hindi maipon ang penalties.

---
### 📋 Proseso

**Steps:**
1. Isumite ang letter of intent para ipasara ang negosyo, kasama ang Original Mayor's Permit, Business Plate, at BIR Clearance.
2. I-poproseso ng BPLS ang retirement at i-aassess ng CTO kung may natitirang tax liabilities.
3. Bayaran ang mga natitirang obligasyon sa City Treasurer's Office.
4. Kunin ang Certificate of Business Retirement.",Citizen Charter,"retire, business, permit"
139,City Mayor's Office - BPLS,cmo_retire_business_permit,bis,Unsaon pagpasira sa negosyo?,"Kung manira na ang imong negosyo, kinahanglan ka mag-apply og **Retirement of Business Permit** para dili magpatong-patong ang penalties.

---
### 📋 Proseso

**Steps:**
1. Isumite ang letter of intent nga magpasira sa negosyo, uban ang Original Mayor's Permit, Business Plate, ug BIR Clearance.
2. I-process sa BPLS ang retirement ug i-assess sa CTO kung naa pay utang nga taxes.
3. Bayri ang mga nabilin nga obligasyon sa City Treasurer's Office.
4. Kuhaa ang Certificate of Business Retirement.",Citizen Charter,"retire, business, permit"
140,City Mayor's Office - BPLS,cmo_retire_business_permit,bis,Unsaon pag apply og retirement sa business?,"Kung manira na ang imong negosyo, kinahanglan ka mag-apply og **Retirement of Business Permit** para dili magpatong-patong ang penalties.

---
### 📋 Proseso

**Steps:**
1. Isumite ang letter of intent nga magpasira sa negosyo, uban ang Original Mayor's Permit, Business Plate, ug BIR Clearance.
2. I-process sa BPLS ang retirement ug i-assess sa CTO kung naa pay utang nga taxes.
3. Bayri ang mga nabilin nga obligasyon sa City Treasurer's Office.
4. Kuhaa ang Certificate of Business Retirement.",Citizen Charter,"retire, business, permit"
141,City Mayor's Office - BPLS,cmo_retire_business_permit,bis,Manira nako sa ako negosyo,"Kung manira na ang imong negosyo, kinahanglan ka mag-apply og **Retirement of Business Permit** para dili magpatong-patong ang penalties.

---
### 📋 Proseso

**Steps:**
1. Isumite ang letter of intent nga magpasira sa negosyo, uban ang Original Mayor's Permit, Business Plate, ug BIR Clearance.
2. I-process sa BPLS ang retirement ug i-assess sa CTO kung naa pay utang nga taxes.
3. Bayri ang mga nabilin nga obligasyon sa City Treasurer's Office.
4. Kuhaa ang Certificate of Business Retirement.",Citizen Charter,"retire, business, permit"
142,City Mayor's Office - BPLS,cmo_mtop_franchise,en,How to get a tricycle franchise?,"To apply for a **Motorized Tricycle Operators Permit (MTOP) / Franchise**, follow these steps:

---
### 🛺 MTOP Process

**Steps:**
1. Submit requirements to BPLS (LTO CR/OR, Driver's License, Barangay Clearance, Traffic Clearance, Tricycle Unit).
2. Wait for validation and secure Order of Payment.
3. Pay fees at the City Treasurer's Office.
4. Receive your MTOP Mayor's Permit.

💰 **Cost:** Mayor's Permit Fee ~₱100.00, Traffic Clearance ~₱50.00, Sticker ~₱75.00.
⏱️ **Processing Time:** Around 4 hours.",Citizen Charter,"mtop, franchise"
143,City Mayor's Office - BPLS,cmo_mtop_franchise,en,Requirements for MTOP application,"To apply for a **Motorized Tricycle Operators Permit (MTOP) / Franchise**, follow these steps:

---
### 🛺 MTOP Process

**Steps:**
1. Submit requirements to BPLS (LTO CR/OR, Driver's License, Barangay Clearance, Traffic Clearance, Tricycle Unit).
2. Wait for validation and secure Order of Payment.
3. Pay fees at the City Treasurer's Office.
4. Receive your MTOP Mayor's Permit.

💰 **Cost:** Mayor's Permit Fee ~₱100.00, Traffic Clearance ~₱50.00, Sticker ~₱75.00.
⏱️ **Processing Time:** Around 4 hours.",Citizen Charter,"mtop, franchise"
144,City Mayor's Office - BPLS,cmo_mtop_franchise,en,Motorized Tricycle Operators Permit process,"To apply for a **Motorized Tricycle Operators Permit (MTOP) / Franchise**, follow these steps:

---
### 🛺 MTOP Process

**Steps:**
1. Submit requirements to BPLS (LTO CR/OR, Driver's License, Barangay Clearance, Traffic Clearance, Tricycle Unit).
2. Wait for validation and secure Order of Payment.
3. Pay fees at the City Treasurer's Office.
4. Receive your MTOP Mayor's Permit.

💰 **Cost:** Mayor's Permit Fee ~₱100.00, Traffic Clearance ~₱50.00, Sticker ~₱75.00.
⏱️ **Processing Time:** Around 4 hours.",Citizen Charter,"mtop, franchise"
145,City Mayor's Office - BPLS,cmo_mtop_franchise,tl,Paano kumuha ng prangkisa sa tricycle?,"Para mag-apply ng **Motorized Tricycle Operators Permit (MTOP) o Prangkisa**, sundin ito:

---
### 🛺 Proseso ng MTOP

**Steps:**
1. Isumite ang requirements sa BPLS (LTO CR/OR, Driver's License, Barangay Clearance, Traffic Clearance, Tricycle Unit).
2. Hintayin ang validation at kunin ang Order of Payment.
3. Magbayad ng fees sa City Treasurer's Office.
4. Kunin ang inyong MTOP Mayor's Permit.

💰 **Bayad:** Mayor's Permit Fee ~₱100.00, Traffic Clearance ~₱50.00, Sticker ~₱75.00.
⏱️ **Processing Time:** Tinatayang 4 oras.",Citizen Charter,"mtop, franchise"
146,City Mayor's Office - BPLS,cmo_mtop_franchise,tl,Ano ang mga kailangan para sa MTOP?,"Para mag-apply ng **Motorized Tricycle Operators Permit (MTOP) o Prangkisa**, sundin ito:

---
### 🛺 Proseso ng MTOP

**Steps:**
1. Isumite ang requirements sa BPLS (LTO CR/OR, Driver's License, Barangay Clearance, Traffic Clearance, Tricycle Unit).
2. Hintayin ang validation at kunin ang Order of Payment.
3. Magbayad ng fees sa City Treasurer's Office.
4. Kunin ang inyong MTOP Mayor's Permit.

💰 **Bayad:** Mayor's Permit Fee ~₱100.00, Traffic Clearance ~₱50.00, Sticker ~₱75.00.
⏱️ **Processing Time:** Tinatayang 4 oras.",Citizen Charter,"mtop, franchise"
147,City Mayor's Office - BPLS,cmo_mtop_franchise,bis,Unsaon pagkuha og prangkisa sa tricycle?,"Para mag-apply og **Motorized Tricycle Operators Permit (MTOP) o Prangkisa**, sunda kini:

---
### 🛺 Proseso sa MTOP

**Steps:**
1. Isumite ang requirements sa BPLS (LTO CR/OR, Driver's License, Barangay Clearance, Traffic Clearance, Tricycle Unit).
2. Hulata ang validation ug kuhaa ang Order of Payment.
3. Pagbayad og fees sa City Treasurer's Office.
4. Kuhaa ang imong MTOP Mayor's Permit.

💰 **Bayad:** Mayor's Permit Fee ~₱100.00, Traffic Clearance ~₱50.00, Sticker ~₱75.00.
⏱️ **Processing Time:** Mga 4 ka oras.",Citizen Charter,"mtop, franchise"
148,City Mayor's Office - BPLS,cmo_mtop_franchise,bis,Unsa ang requirements sa MTOP?,"Para mag-apply og **Motorized Tricycle Operators Permit (MTOP) o Prangkisa**, sunda kini:

---
### 🛺 Proseso sa MTOP

**Steps:**
1. Isumite ang requirements sa BPLS (LTO CR/OR, Driver's License, Barangay Clearance, Traffic Clearance, Tricycle Unit).
2. Hulata ang validation ug kuhaa ang Order of Payment.
3. Pagbayad og fees sa City Treasurer's Office.
4. Kuhaa ang imong MTOP Mayor's Permit.

💰 **Bayad:** Mayor's Permit Fee ~₱100.00, Traffic Clearance ~₱50.00, Sticker ~₱75.00.
⏱️ **Processing Time:** Mga 4 ka oras.",Citizen Charter,"mtop, franchise"
149,City Mayor's Office - BPLS,cmo_mtop_franchise,bis,Mag apply og prangkisa para sa tricycle,"Para mag-apply og **Motorized Tricycle Operators Permit (MTOP) o Prangkisa**, sunda kini:

---
### 🛺 Proseso sa MTOP

**Steps:**
1. Isumite ang requirements sa BPLS (LTO CR/OR, Driver's License, Barangay Clearance, Traffic Clearance, Tricycle Unit).
2. Hulata ang validation ug kuhaa ang Order of Payment.
3. Pagbayad og fees sa City Treasurer's Office.
4. Kuhaa ang imong MTOP Mayor's Permit.

💰 **Bayad:** Mayor's Permit Fee ~₱100.00, Traffic Clearance ~₱50.00, Sticker ~₱75.00.
⏱️ **Processing Time:** Mga 4 ka oras.",Citizen Charter,"mtop, franchise"
150,City Mayor's Office - TMDS,cmo_release_impounded_vehicle,en,How to claim my impounded motorcycle?,"If your vehicle was impounded, here is how you can **Release an Impounded Vehicle**:

---
### 🏍️ Releasing Process

**Steps:**
1. Submit the Citation Ticket/Impounding Receipt, Driver's License OR, and Vehicle CR/OR to TMDS.
2. Attend the scheduled **Traffic Seminar** (usually Tuesdays/Thursdays).
3. After the seminar, sign the logbook and claim your impounded vehicle.

⏱️ **Processing Time:** Around 1 hour and 20 minutes (including seminar).",Citizen Charter,"release, impounded, vehicle"
151,City Mayor's Office - TMDS,cmo_release_impounded_vehicle,en,Process for releasing an impounded vehicle,"If your vehicle was impounded, here is how you can **Release an Impounded Vehicle**:

---
### 🏍️ Releasing Process

**Steps:**
1. Submit the Citation Ticket/Impounding Receipt, Driver's License OR, and Vehicle CR/OR to TMDS.
2. Attend the scheduled **Traffic Seminar** (usually Tuesdays/Thursdays).
3. After the seminar, sign the logbook and claim your impounded vehicle.

⏱️ **Processing Time:** Around 1 hour and 20 minutes (including seminar).",Citizen Charter,"release, impounded, vehicle"
152,City Mayor's Office - TMDS,cmo_release_impounded_vehicle,en,I need to get my impounded car back,"If your vehicle was impounded, here is how you can **Release an Impounded Vehicle**:

---
### 🏍️ Releasing Process

**Steps:**
1. Submit the Citation Ticket/Impounding Receipt, Driver's License OR, and Vehicle CR/OR to TMDS.
2. Attend the scheduled **Traffic Seminar** (usually Tuesdays/Thursdays).
3. After the seminar, sign the logbook and claim your impounded vehicle.

⏱️ **Processing Time:** Around 1 hour and 20 minutes (including seminar).",Citizen Charter,"release, impounded, vehicle"
153,City Mayor's Office - TMDS,cmo_release_impounded_vehicle,tl,Paano kukunin ang na-impound na motor?,"Kung na-impound ang iyong sasakyan, narito kung paano ito makuha (**Releasing of Impounded Vehicle**):

---
### 🏍️ Proseso

**Steps:**
1. Isumite ang Citation Ticket/Impounding Receipt, Driver's License OR, at Vehicle CR/OR sa TMDS.
2. Umattend sa naka-schedule na **Traffic Seminar** (kadalasan ay Martes/Huwebes).
3. Pagkatapos ng seminar, pumirma sa logbook at kunin ang na-impound na sasakyan.

⏱️ **Processing Time:** Tinatayang 1 oras at 20 minuto (kasama ang seminar).",Citizen Charter,"release, impounded, vehicle"
154,City Mayor's Office - TMDS,cmo_release_impounded_vehicle,tl,Ano ang proseso para makuha ang impounded na sasakyan?,"Kung na-impound ang iyong sasakyan, narito kung paano ito makuha (**Releasing of Impounded Vehicle**):

---
### 🏍️ Proseso

**Steps:**
1. Isumite ang Citation Ticket/Impounding Receipt, Driver's License OR, at Vehicle CR/OR sa TMDS.
2. Umattend sa naka-schedule na **Traffic Seminar** (kadalasan ay Martes/Huwebes).
3. Pagkatapos ng seminar, pumirma sa logbook at kunin ang na-impound na sasakyan.

⏱️ **Processing Time:** Tinatayang 1 oras at 20 minuto (kasama ang seminar).",Citizen Charter,"release, impounded, vehicle"
155,City Mayor's Office - TMDS,cmo_release_impounded_vehicle,bis,Unsaon pagkuha sa na impound nga motor?,"Kung na-impound ang imong sakyanan o motor, mao ni ang proseso sa pagkuha (**Releasing of Impounded Vehicle**):

---
### 🏍️ Proseso

**Steps:**
1. Isumite ang Citation Ticket/Impounding Receipt, Driver's License OR, ug Vehicle CR/OR sa TMDS.
2. Mu-attend sa naka-schedule nga **Traffic Seminar** (kasagaran Martes o Huwebes).
3. Human sa seminar, pirma sa logbook ug kuhaa ang na-impound nga sakyanan.

⏱️ **Processing Time:** Mga 1 ka oras ug 20 minutos (apil ang seminar).",Citizen Charter,"release, impounded, vehicle"
156,City Mayor's Office - TMDS,cmo_release_impounded_vehicle,bis,Asa mokuha sa na impound nga sakyanan?,"Kung na-impound ang imong sakyanan o motor, mao ni ang proseso sa pagkuha (**Releasing of Impounded Vehicle**):

---
### 🏍️ Proseso

**Steps:**
1. Isumite ang Citation Ticket/Impounding Receipt, Driver's License OR, ug Vehicle CR/OR sa TMDS.
2. Mu-attend sa naka-schedule nga **Traffic Seminar** (kasagaran Martes o Huwebes).
3. Human sa seminar, pirma sa logbook ug kuhaa ang na-impound nga sakyanan.

⏱️ **Processing Time:** Mga 1 ka oras ug 20 minutos (apil ang seminar).",Citizen Charter,"release, impounded, vehicle"
